Relative_File_Path,Number_of_Chains
Training/Kappa250_BD03_C2_nematic_15675000.png,435
Training/Kappa300_BD03_C0_nematic_20250000.png,435
Training/Kappa250_BD05_C1_nematic_08735178.png,726
Training/Kappa300_BD01_C1_nematic_83400000.png,145
Training/Kappa200_BD07_C2_nematic_05625000.png,1016
Training/Lx150_BD020_C0_nematic_07140000.png,20
Training/Kappa30_BD03_C1_nematic_62475000.png,435
Training/Lx100_BD05_C2_nematic_00045000.png,323
Training/Kappa30_BD07_C2_nematic_10200000.png,1016
Training/Kappa250_BD05_C2_nematic_00485601.png,726
Training/Lx100_BD07_C1_nematic_00090000.png,452
Training/Lx150_BD0130_C1_nematic_04380000.png,130
Training/Kappa30_BD01_C3_nematic_162000000.png,145
Training/Kappa100_BD05_C0_nematic_29775000.png,726
Training/Kappa30_BD05_C0_nematic_52345525.png,726
Training/Kappa150_BD07_C1_nematic_04350000.png,1016
Training/Lx50_BD01_C2_nematic_12000000.png,16
Training/Kappa30_BD01_C3_nematic_83325000.png,145
Training/Kappa1000_BD03_C2_nematic_72675000.png,435
Training/Kappa30_BD07_C5_nematic_15675000.png,1016
Training/Kappa30_BD01_C3_nematic_169125000.png,145
Training/Lx150_BD035_C1_nematic_01425000.png,35
Training/Lx100_BD05_C2_nematic_00405000.png,323
Training/Kappa30_BD07_C2_nematic_27562406.png,1016
Training/Kappa300_BD01_C1_nematic_50850000.png,145
Training/Kappa70_BD01_C2_nematic_133950000.png,145
Training/Kappa300_BD05_C0_nematic_18600000.png,726
Training/Kappa70_BD03_C4_nematic_10875000.png,435
Training/Kappa250_BD05_C1_nematic_09785178.png,726
Training/Kappa500_BD03_C1_nematic_11250000.png,435
Training/Lx150_BD0247_C1_nematic_03165000.png,247
Training/Lx150_BD057_C0_nematic_07950000.png,57
Training/Lx150_BD0198_C1_nematic_01740000.png,198
Training/Kappa250_BD07_C1_nematic_16800000.png,1016
Training/Kappa500_BD01_C0_nematic_44250000.png,145
Training/Kappa250_BD03_C2_nematic_05400000.png,435
Training/Kappa250_BD01_C2_nematic_188175000.png,145
Training/Lx100_BD07_C0_nematic_00255000.png,452
Training/Kappa30_BD05_C5_nematic_10950000.png,726
Training/Lx150_BD057_C0_nematic_08400000.png,57
Training/Kappa30_BD01_C2_nematic_191475000.png,145
Training/Kappa70_BD07_C0_nematic_12600000.png,1016
Training/Kappa100_BD03_C1_nematic_45900000.png,435
Training/Kappa100_BD05_C2_nematic_32925000.png,726
Training/Lx150_BD057_C2_nematic_08475000.png,57
Training/Kappa70_BD03_C2_nematic_10500000.png,435
Training/Kappa300_BD03_C0_nematic_25125000.png,435
Training/Kappa300_BD01_C0_nematic_13350000.png,145
Training/Lx100_BD07_C1_nematic_00555000.png,452
Training/Kappa30_BD01_C1_nematic_127500000.png,145
Training/Lx100_BD01_C1_nematic_00720000.png,65
Training/Lx150_BD083_C2_nematic_03675000.png,83
Training/Kappa70_BD05_C1_nematic_53736489.png,726
Training/Lx50_BD05_C2_nematic_00765000.png,81
Training/Kappa150_BD03_C1_nematic_22050000.png,435
Training/Lx150_BD035_C2_nematic_12525000.png,35
Training/Kappa70_BD05_C2_nematic_41571728.png,726
Training/Kappa100_BD05_C1_nematic_07500000.png,726
Training/Kappa30_BD05_C0_nematic_10800000.png,726
Training/Kappa300_BD07_C0_nematic_04350000.png,1016
Training/Kappa1000_BD01_C2_nematic_00675000.png,145
Training/Kappa300_BD05_C2_nematic_14175000.png,726
Training/Kappa200_BD03_C1_nematic_16050000.png,435
Training/Lx50_BD07_C1_nematic_00375000.png,113
Training/Kappa500_BD01_C0_nematic_65175000.png,145
Training/Kappa300_BD03_C0_nematic_04725000.png,435
Training/Kappa30_BD01_C3_nematic_00525000.png,145
Training/Kappa100_BD03_C1_nematic_27225000.png,435
Training/Kappa30_BD03_C0_nematic_27000000.png,435
Training/Kappa70_BD05_C1_nematic_62173961.png,726
Training/Kappa500_BD03_C2_nematic_26025000.png,435
Training/Lx150_BD083_C2_nematic_01350000.png,83
Training/Kappa500_BD05_C1_nematic_17325000.png,726
Training/Kappa500_BD05_C0_nematic_17775000.png,726
Training/Lx150_BD0247_C0_nematic_02670000.png,247
Training/Lx100_BD03_C1_nematic_00630000.png,194
Training/Kappa200_BD07_C0_nematic_08025000.png,1016
Training/Lx150_BD057_C1_nematic_08100000.png,57
Training/Lx50_BD01_C1_nematic_21510000.png,16
Training/Kappa70_BD07_C0_nematic_17949344.png,1016
Training/Kappa500_BD03_C2_nematic_59775000.png,435
Training/Lx50_BD07_C0_nematic_01095000.png,113
Training/Kappa70_BD03_C4_nematic_48900000.png,435
Training/Lx150_BD0359_C1_nematic_01230000.png,359
Training/Lx100_BD01_C0_nematic_01380000.png,65
Training/Lx100_BD07_C0_nematic_00720000.png,452
Training/Kappa300_BD07_C2_nematic_15750000.png,1016
Training/Lx150_BD0359_C0_nematic_01710000.png,359
Training/Kappa30_BD07_C4_nematic_22437921.png,1016
Training/Kappa150_BD05_C2_nematic_12525000.png,726
Training/Kappa200_BD03_C2_nematic_14550000.png,435
Training/Kappa300_BD05_C0_nematic_12825000.png,726
Training/Kappa30_BD05_C1_nematic_53406358.png,726
Training/Kappa300_BD03_C0_nematic_16350000.png,435
Training/Lx150_BD0253_C0_nematic_00975000.png,253
Training/Kappa250_BD05_C0_nematic_02511266.png,726
Training/Lx150_BD0333_C2_nematic_01425000.png,333
Training/Kappa70_BD07_C0_nematic_06000000.png,1016
Training/Kappa70_BD01_C1_nematic_61650000.png,145
Training/Lx50_BD07_C0_nematic_00075000.png,113
Training/Kappa1000_BD01_C1_nematic_81150000.png,145
Training/Kappa250_BD01_C0_nematic_183150000.png,145
Training/Lx150_BD083_C0_nematic_06000000.png,83
Training/Kappa100_BD07_C1_nematic_12225000.png,1016
Training/Kappa150_BD01_C2_nematic_80625000.png,145
Training/Kappa250_BD01_C2_nematic_64275000.png,145
Training/Lx150_BD0198_C0_nematic_01080000.png,198
Training/Kappa300_BD01_C2_nematic_33975000.png,145
Training/Kappa300_BD05_C0_nematic_06675000.png,726
Training/Kappa70_BD01_C1_nematic_162600000.png,145
Training/Lx150_BD020_C2_nematic_07200000.png,20
Training/Lx50_BD03_C2_nematic_03885000.png,48
Training/Kappa70_BD01_C4_nematic_130875000.png,145
Training/Kappa150_BD05_C0_nematic_31950000.png,726
Training/Lx50_BD05_C1_nematic_00375000.png,81
Training/Kappa100_BD03_C2_nematic_35100000.png,435
Training/Kappa1000_BD03_C1_nematic_03225000.png,435
Training/Kappa500_BD03_C0_nematic_23925000.png,435
Training/Kappa30_BD07_C1_nematic_29362279.png,1016
Training/Kappa200_BD03_C1_nematic_42675000.png,435
Training/Kappa30_BD01_C1_nematic_138300000.png,145
Training/Kappa30_BD05_C1_nematic_59106358.png,726
Training/Kappa300_BD05_C0_nematic_12975000.png,726
Training/Kappa150_BD07_C2_nematic_15900000.png,1016
Training/Kappa150_BD07_C2_nematic_05625000.png,1016
Training/Kappa30_BD05_C5_nematic_08625000.png,726
Training/Lx150_BD0333_C0_nematic_02355000.png,333
Training/Lx150_BD035_C2_nematic_04575000.png,35
Training/Lx100_BD07_C1_nematic_00465000.png,452
Training/Lx50_BD07_C0_nematic_01785000.png,113
Training/Kappa300_BD03_C0_nematic_42300000.png,435
Training/Kappa100_BD01_C3_nematic_181950000.png,145
Training/Kappa300_BD07_C2_nematic_01200000.png,1016
Training/Kappa150_BD03_C1_nematic_21000000.png,435
Training/Kappa1000_BD01_C1_nematic_145875000.png,145
Training/Kappa30_BD07_C1_nematic_14250000.png,1016
Training/Kappa300_BD05_C0_nematic_13950000.png,726
Training/Kappa30_BD05_C8_nematic_02625000.png,726
Training/Lx150_BD0247_C0_nematic_00945000.png,247
Training/Kappa70_BD07_C0_nematic_08175000.png,1016
Training/Kappa250_BD05_C0_nematic_03036266.png,726
Training/Kappa30_BD01_C0_nematic_140100000.png,145
Training/Kappa70_BD01_C0_nematic_80025000.png,145
Training/Kappa150_BD03_C0_nematic_47100000.png,435
Training/Lx50_BD05_C0_nematic_02475000.png,81
Training/Kappa300_BD01_C1_nematic_197775000.png,145
Training/Kappa30_BD01_C1_nematic_105750000.png,145
Training/Kappa1000_BD01_C0_nematic_62175000.png,145
Training/Lx100_BD05_C2_nematic_00015000.png,323
Training/Kappa200_BD01_C2_nematic_208350000.png,145
Training/Kappa30_BD05_C1_nematic_29850000.png,726
Training/Kappa30_BD05_C5_nematic_10500000.png,726
Training/Kappa150_BD07_C2_nematic_11700000.png,1016
Training/Kappa70_BD03_C0_nematic_40350000.png,435
Training/Lx150_BD0333_C0_nematic_00495000.png,333
Training/Kappa30_BD03_C0_nematic_22650000.png,435
Training/Kappa200_BD03_C1_nematic_55500000.png,435
Training/Lx150_BD0333_C0_nematic_01740000.png,333
Training/Kappa70_BD07_C2_nematic_34393474.png,1016
Training/Kappa1000_BD01_C1_nematic_91950000.png,145
Training/Kappa30_BD05_C7_nematic_03150000.png,726
Training/Kappa300_BD01_C0_nematic_164925000.png,145
Training/Kappa70_BD07_C2_nematic_08775000.png,1016
Training/Lx100_BD05_C1_nematic_00330000.png,323
Training/Kappa250_BD01_C1_nematic_126450000.png,145
Training/Lx100_BD03_C0_nematic_00990000.png,194
Training/Kappa200_BD07_C0_nematic_00600000.png,1016
Training/Kappa200_BD07_C0_nematic_04425000.png,1016
Training/Kappa300_BD07_C1_nematic_11100000.png,1016
Training/Kappa150_BD05_C0_nematic_23175000.png,726
Training/Lx150_BD0359_C2_nematic_01650000.png,359
Training/Lx150_BD0359_C2_nematic_01185000.png,359
Training/Kappa70_BD01_C5_nematic_80625000.png,145
Training/Kappa100_BD05_C2_nematic_11475000.png,726
Training/Kappa100_BD07_C2_nematic_09450000.png,1016
Training/Lx150_BD0247_C1_nematic_01050000.png,247
Training/Kappa500_BD03_C1_nematic_33375000.png,435
Training/Lx150_BD0247_C0_nematic_02055000.png,247
Training/Lx150_BD0359_C2_nematic_00750000.png,359
Training/Kappa500_BD01_C1_nematic_30825000.png,145
Training/Lx150_BD083_C1_nematic_03225000.png,83
Training/Kappa70_BD03_C0_nematic_59625000.png,435
Training/Kappa300_BD05_C1_nematic_26700000.png,726
Training/Lx50_BD07_C2_nematic_01860000.png,113
Training/Kappa100_BD05_C2_nematic_19950000.png,726
Training/Kappa150_BD07_C0_nematic_10950000.png,1016
Training/Kappa70_BD01_C1_nematic_91500000.png,145
Training/Lx100_BD07_C2_nematic_00720000.png,452
Training/Lx50_BD05_C0_nematic_02970000.png,81
Training/Lx100_BD01_C2_nematic_01005000.png,65
Training/Kappa250_BD07_C1_nematic_15825000.png,1016
Training/Lx100_BD01_C0_nematic_06450000.png,65
Training/Kappa250_BD05_C0_nematic_01386266.png,726
Training/Kappa200_BD03_C1_nematic_52725000.png,435
Training/Kappa500_BD05_C1_nematic_21525000.png,726
Training/Lx100_BD05_C2_nematic_00465000.png,323
Training/Kappa250_BD05_C0_nematic_04161266.png,726
Training/Lx100_BD07_C2_nematic_00480000.png,452
Training/Kappa300_BD07_C2_nematic_14550000.png,1016
Training/Kappa70_BD01_C4_nematic_38700000.png,145
Training/Lx50_BD07_C2_nematic_00525000.png,113
Training/Kappa300_BD03_C2_nematic_71775000.png,435
Training/Lx50_BD01_C0_nematic_01290000.png,16
Training/Kappa150_BD05_C0_nematic_33525000.png,726
Training/Lx150_BD083_C1_nematic_01800000.png,83
Training/Kappa100_BD07_C1_nematic_07425000.png,1016
Training/Kappa70_BD01_C4_nematic_187125000.png,145
Training/Kappa150_BD01_C1_nematic_209775000.png,145
Training/Lx50_BD03_C1_nematic_02895000.png,48
Training/Kappa30_BD03_C1_nematic_63225000.png,435
Training/Kappa150_BD05_C2_nematic_31650000.png,726
Training/Kappa500_BD03_C0_nematic_39375000.png,435
Training/Lx100_BD05_C1_nematic_00495000.png,323
Training/Lx150_BD0333_C2_nematic_02085000.png,333
Training/Kappa200_BD01_C2_nematic_42000000.png,145
Training/Kappa250_BD05_C1_nematic_05810178.png,726
Training/Kappa300_BD07_C0_nematic_06600000.png,1016
Training/Lx150_BD0359_C1_nematic_01050000.png,359
Training/Lx50_BD05_C1_nematic_03930000.png,81
Training/Kappa30_BD01_C1_nematic_75825000.png,145
Training/Kappa250_BD07_C0_nematic_01950000.png,1016
Training/Kappa150_BD03_C0_nematic_41850000.png,435
Training/Kappa150_BD07_C1_nematic_11550000.png,1016
Training/Lx150_BD0247_C1_nematic_02280000.png,247
Training/Kappa30_BD07_C0_nematic_31474010.png,1016
Training/Kappa150_BD07_C1_nematic_08625000.png,1016
Training/Kappa30_BD07_C5_nematic_18225000.png,1016
Training/Lx150_BD0253_C2_nematic_01665000.png,253
Training/Kappa100_BD01_C5_nematic_165375000.png,145
Training/Kappa30_BD01_C3_nematic_65775000.png,145
Training/Kappa1000_BD01_C1_nematic_112050000.png,145
Training/Lx150_BD020_C0_nematic_18195000.png,20
Training/Lx150_BD0359_C1_nematic_00480000.png,359
Training/Lx100_BD07_C1_nematic_00180000.png,452
Training/Kappa300_BD05_C1_nematic_31050000.png,726
Training/Kappa250_BD05_C0_nematic_07236266.png,726
Training/Kappa150_BD03_C0_nematic_26475000.png,435
Training/Kappa250_BD05_C1_nematic_13985178.png,726
Training/Lx50_BD01_C1_nematic_12885000.png,16
Training/Kappa150_BD01_C1_nematic_156300000.png,145
Training/Kappa1000_BD01_C0_nematic_79800000.png,145
Training/Kappa150_BD03_C1_nematic_58575000.png,435
Training/Lx150_BD0359_C2_nematic_01500000.png,359
Training/Kappa100_BD01_C4_nematic_184500000.png,145
Training/Kappa30_BD05_C7_nematic_19275000.png,726
Training/Kappa250_BD05_C1_nematic_05285178.png,726
Training/Lx50_BD01_C1_nematic_00195000.png,16
Training/Kappa1000_BD03_C1_nematic_55425000.png,435
Training/Kappa250_BD07_C2_nematic_18375000.png,1016
Training/Kappa300_BD01_C2_nematic_197850000.png,145
Training/Kappa100_BD01_C3_nematic_170925000.png,145
Training/Kappa150_BD05_C1_nematic_31125000.png,726
Training/Kappa30_BD05_C9_nematic_23325000.png,726
Training/Kappa100_BD07_C0_nematic_16050000.png,1016
Training/Kappa250_BD07_C2_nematic_11850000.png,1016
Training/Kappa70_BD07_C2_nematic_06600000.png,1016
Training/Kappa70_BD07_C1_nematic_09600000.png,1016
Training/Kappa30_BD05_C1_nematic_49056358.png,726
Training/Lx100_BD05_C2_nematic_00375000.png,323
Training/Kappa300_BD07_C0_nematic_07425000.png,1016
Training/Lx100_BD07_C2_nematic_00045000.png,452
Training/Kappa100_BD03_C2_nematic_64575000.png,435
Training/Kappa200_BD01_C0_nematic_215175000.png,145
Training/Kappa30_BD07_C4_nematic_15825000.png,1016
Training/Kappa150_BD01_C2_nematic_98400000.png,145
Training/Kappa250_BD03_C1_nematic_74325000.png,435
Training/Kappa30_BD03_C1_nematic_30375000.png,435
Training/Kappa300_BD01_C0_nematic_135825000.png,145
Training/Kappa250_BD03_C2_nematic_03000000.png,435
Training/Kappa150_BD01_C0_nematic_06900000.png,145
Training/Lx150_BD020_C0_nematic_04425000.png,20
Training/Lx50_BD03_C2_nematic_01560000.png,48
Training/Lx150_BD0247_C1_nematic_02460000.png,247
Training/Kappa150_BD03_C0_nematic_24750000.png,435
Training/Kappa300_BD01_C0_nematic_69300000.png,145
Training/Lx50_BD03_C2_nematic_00810000.png,48
Training/Lx150_BD0198_C1_nematic_00105000.png,198
Training/Kappa100_BD01_C3_nematic_142875000.png,145
Training/Kappa1000_BD03_C2_nematic_56550000.png,435
Training/Kappa70_BD01_C0_nematic_03825000.png,145
Training/Kappa30_BD05_C1_nematic_25350000.png,726
Training/Kappa70_BD07_C0_nematic_14700000.png,1016
Training/Kappa100_BD01_C5_nematic_24150000.png,145
Training/Kappa300_BD01_C0_nematic_14325000.png,145
Training/Kappa150_BD05_C0_nematic_08175000.png,726
Training/Lx150_BD035_C0_nematic_14475000.png,35
Training/Kappa300_BD05_C2_nematic_07650000.png,726
Training/Lx150_BD083_C2_nematic_05700000.png,83
Training/Lx50_BD03_C1_nematic_03600000.png,48
Training/Lx100_BD03_C0_nematic_02085000.png,194
Training/Kappa100_BD05_C2_nematic_10200000.png,726
Training/Kappa30_BD03_C0_nematic_44475000.png,435
Training/Kappa30_BD05_C8_nematic_06000000.png,726
Training/Kappa200_BD01_C2_nematic_78600000.png,145
Training/Lx150_BD020_C1_nematic_04230000.png,20
Training/Lx150_BD0198_C2_nematic_02340000.png,198
Training/Kappa300_BD01_C0_nematic_103125000.png,145
Training/Kappa70_BD07_C1_nematic_14025000.png,1016
Training/Kappa500_BD05_C0_nematic_08325000.png,726
Training/Kappa500_BD01_C0_nematic_204900000.png,145
Training/Lx50_BD03_C2_nematic_04200000.png,48
Training/Kappa30_BD03_C0_nematic_24225000.png,435
Training/Kappa70_BD05_C0_nematic_73773583.png,726
Training/Lx50_BD03_C2_nematic_00240000.png,48
Training/Lx150_BD0333_C0_nematic_02175000.png,333
Training/Lx100_BD03_C2_nematic_01650000.png,194
Training/Kappa70_BD05_C1_nematic_67273961.png,726
Training/Kappa100_BD05_C0_nematic_15075000.png,726
Training/Kappa30_BD05_C0_nematic_08025000.png,726
Training/Lx150_BD0333_C0_nematic_00675000.png,333
Training/Lx150_BD0130_C0_nematic_02070000.png,130
Training/Lx50_BD05_C1_nematic_00990000.png,81
Training/Lx50_BD05_C0_nematic_02550000.png,81
Training/Kappa300_BD05_C0_nematic_30300000.png,726
Training/Kappa30_BD05_C9_nematic_01800000.png,726
Training/Kappa30_BD01_C5_nematic_30975000.png,145
Training/Kappa500_BD03_C1_nematic_59925000.png,435
Training/Lx100_BD03_C0_nematic_01515000.png,194
Training/Lx150_BD0253_C2_nematic_02430000.png,253
Training/Kappa200_BD05_C2_nematic_26925000.png,726
Training/Lx50_BD05_C0_nematic_00525000.png,81
Training/Kappa100_BD01_C5_nematic_53775000.png,145
Training/Kappa150_BD03_C0_nematic_49800000.png,435
Training/Kappa150_BD03_C1_nematic_00900000.png,435
Training/Lx150_BD0333_C0_nematic_01545000.png,333
Training/Lx50_BD03_C0_nematic_02325000.png,48
Training/Kappa70_BD01_C2_nematic_106650000.png,145
Training/Kappa300_BD03_C0_nematic_07275000.png,435
Training/Kappa30_BD07_C5_nematic_19237656.png,1016
Training/Lx150_BD0198_C2_nematic_01410000.png,198
Training/Kappa30_BD01_C5_nematic_126225000.png,145
Training/Lx150_BD035_C0_nematic_02175000.png,35
Training/Lx150_BD035_C2_nematic_15000000.png,35
Training/Lx150_BD057_C1_nematic_04875000.png,57
Training/Lx150_BD083_C1_nematic_06825000.png,83
Training/Kappa200_BD05_C0_nematic_09750000.png,726
Training/Kappa150_BD03_C2_nematic_39225000.png,435
Training/Kappa300_BD01_C2_nematic_141825000.png,145
Training/Lx100_BD01_C2_nematic_04005000.png,65
Training/Lx100_BD01_C2_nematic_05445000.png,65
Training/Kappa70_BD05_C1_nematic_46076899.png,726
Training/Kappa100_BD03_C1_nematic_44325000.png,435
Training/Lx150_BD0198_C1_nematic_01170000.png,198
Training/Kappa30_BD03_C1_nematic_87988855.png,435
Training/Kappa250_BD05_C1_nematic_05360178.png,726
Training/Lx150_BD0198_C1_nematic_02445000.png,198
Training/Kappa200_BD07_C0_nematic_03075000.png,1016
Training/Kappa100_BD01_C4_nematic_186225000.png,145
Training/Kappa150_BD05_C1_nematic_23850000.png,726
Training/Kappa500_BD01_C1_nematic_119850000.png,145
Training/Kappa250_BD07_C1_nematic_02925000.png,1016
Training/Lx50_BD07_C2_nematic_01005000.png,113
Training/Kappa250_BD07_C2_nematic_11925000.png,1016
Training/Kappa100_BD01_C3_nematic_14925000.png,145
Training/Kappa150_BD07_C1_nematic_05175000.png,1016
Training/Kappa100_BD05_C2_nematic_06750000.png,726
Training/Kappa100_BD01_C5_nematic_40125000.png,145
Training/Kappa70_BD01_C1_nematic_131925000.png,145
Training/Kappa500_BD01_C1_nematic_73575000.png,145
Training/Kappa70_BD01_C3_nematic_108675000.png,145
Training/Lx150_BD020_C2_nematic_16905000.png,20
Training/Kappa500_BD05_C2_nematic_18825000.png,726
Training/Kappa100_BD03_C2_nematic_13275000.png,435
Training/Kappa30_BD07_C1_nematic_07650000.png,1016
Training/Kappa300_BD05_C2_nematic_01800000.png,726
Training/Lx50_BD05_C1_nematic_03360000.png,81
Training/Kappa70_BD03_C2_nematic_58800000.png,435
Training/Kappa70_BD01_C1_nematic_203925000.png,145
Training/Kappa150_BD05_C2_nematic_33675000.png,726
Training/Kappa30_BD05_C6_nematic_26550000.png,726
Training/Lx50_BD03_C1_nematic_03525000.png,48
Training/Kappa150_BD07_C0_nematic_05250000.png,1016
Training/Kappa70_BD03_C1_nematic_24000000.png,435
Training/Kappa100_BD01_C5_nematic_62400000.png,145
Training/Lx150_BD035_C2_nematic_04350000.png,35
Training/Kappa100_BD05_C1_nematic_16650000.png,726
Training/Kappa30_BD05_C9_nematic_02175000.png,726
Training/Kappa30_BD01_C4_nematic_167775000.png,145
Training/Kappa150_BD01_C1_nematic_167175000.png,145
Training/Kappa250_BD05_C0_nematic_09786266.png,726
Training/Kappa200_BD05_C1_nematic_29550000.png,726
Training/Kappa250_BD01_C1_nematic_01575000.png,145
Training/Kappa300_BD07_C0_nematic_05550000.png,1016
Training/Kappa500_BD05_C1_nematic_24525000.png,726
Training/Kappa300_BD05_C2_nematic_28275000.png,726
Training/Kappa150_BD01_C1_nematic_82725000.png,145
Training/Lx150_BD035_C1_nematic_13500000.png,35
Training/Kappa500_BD03_C0_nematic_71250000.png,435
Training/Kappa250_BD03_C1_nematic_21600000.png,435
Training/Lx150_BD0130_C2_nematic_01905000.png,130
Training/Lx100_BD05_C0_nematic_00345000.png,323
Training/Lx150_BD020_C0_nematic_06930000.png,20
Training/Kappa70_BD01_C2_nematic_132450000.png,145
Training/Kappa70_BD07_C1_nematic_16125000.png,1016
Training/Kappa200_BD01_C2_nematic_205500000.png,145
Training/Lx150_BD0198_C1_nematic_00840000.png,198
Training/Kappa70_BD01_C0_nematic_103200000.png,145
Training/Kappa150_BD07_C0_nematic_11250000.png,1016
Training/Lx50_BD07_C0_nematic_01530000.png,113
Training/Kappa200_BD03_C0_nematic_35400000.png,435
Training/Kappa500_BD01_C2_nematic_30600000.png,145
Training/Lx100_BD03_C2_nematic_01740000.png,194
Training/Lx150_BD057_C1_nematic_08775000.png,57
Training/Kappa70_BD07_C2_nematic_33343474.png,1016
Training/Kappa1000_BD03_C0_nematic_06975000.png,435
Training/Kappa30_BD05_C5_nematic_23100000.png,726
Training/Kappa30_BD07_C2_nematic_19863641.png,1016
Training/Lx100_BD05_C0_nematic_00105000.png,323
Training/Kappa1000_BD01_C1_nematic_99375000.png,145
Training/Kappa250_BD03_C0_nematic_52650000.png,435
Training/Kappa150_BD07_C2_nematic_15000000.png,1016
Training/Lx100_BD07_C2_nematic_00135000.png,452
Training/Lx150_BD020_C1_nematic_03195000.png,20
Training/Kappa100_BD05_C1_nematic_34050000.png,726
Training/Lx150_BD0198_C2_nematic_02280000.png,198
Training/Kappa100_BD01_C4_nematic_60225000.png,145
Training/Lx150_BD0198_C0_nematic_01095000.png,198
Training/Kappa150_BD03_C0_nematic_71925000.png,435
Training/Kappa70_BD01_C2_nematic_89475000.png,145
Training/Lx50_BD05_C2_nematic_00045000.png,81
Training/Lx50_BD03_C1_nematic_07155000.png,48
Training/Kappa70_BD03_C4_nematic_28125000.png,435
Training/Kappa70_BD01_C2_nematic_103950000.png,145
Training/Kappa250_BD01_C0_nematic_112425000.png,145
Training/Lx100_BD01_C1_nematic_05025000.png,65
Training/Lx100_BD07_C2_nematic_00435000.png,452
Training/Kappa200_BD05_C2_nematic_30375000.png,726
Training/Lx50_BD05_C0_nematic_01980000.png,81
Training/Kappa300_BD03_C0_nematic_22050000.png,435
Training/Kappa200_BD03_C1_nematic_42000000.png,435
Training/Lx150_BD0333_C0_nematic_00915000.png,333
Training/Kappa300_BD05_C1_nematic_02025000.png,726
Training/Kappa100_BD03_C1_nematic_17025000.png,435
Training/Lx150_BD0130_C2_nematic_00945000.png,130
Training/Kappa300_BD05_C2_nematic_19800000.png,726
Training/Kappa250_BD01_C2_nematic_17625000.png,145
Training/Lx100_BD07_C0_nematic_00360000.png,452
Training/Kappa100_BD05_C2_nematic_07275000.png,726
Training/Kappa150_BD03_C2_nematic_70725000.png,435
Training/Kappa150_BD01_C2_nematic_18300000.png,145
Training/Lx150_BD083_C0_nematic_02175000.png,83
Training/Lx150_BD0198_C0_nematic_01260000.png,198
Training/Kappa200_BD05_C2_nematic_22950000.png,726
Training/Kappa250_BD07_C1_nematic_17550000.png,1016
Training/Lx100_BD05_C0_nematic_00030000.png,323
Training/Kappa300_BD03_C2_nematic_05250000.png,435
Training/Kappa250_BD01_C2_nematic_65100000.png,145
Training/Kappa30_BD01_C1_nematic_94050000.png,145
Training/Kappa30_BD05_C1_nematic_48649379.png,726
Training/Kappa250_BD07_C0_nematic_11100000.png,1016
Training/Kappa30_BD07_C0_nematic_20000971.png,1016
Training/Kappa30_BD03_C0_nematic_07650000.png,435
Training/Kappa70_BD05_C0_nematic_18225000.png,726
Training/Kappa1000_BD03_C2_nematic_39525000.png,435
Training/Kappa500_BD05_C1_nematic_10350000.png,726
Training/Kappa30_BD01_C4_nematic_165975000.png,145
Training/Lx50_BD03_C1_nematic_07980000.png,48
Training/Lx150_BD0130_C1_nematic_03060000.png,130
Training/Kappa200_BD05_C2_nematic_23550000.png,726
Training/Kappa100_BD07_C1_nematic_15825000.png,1016
Training/Kappa500_BD01_C0_nematic_153825000.png,145
Training/Kappa70_BD05_C1_nematic_17475000.png,726
Training/Kappa30_BD05_C9_nematic_04875000.png,726
Training/Lx150_BD035_C0_nematic_12525000.png,35
Training/Kappa30_BD01_C4_nematic_102375000.png,145
Training/Kappa100_BD05_C1_nematic_19500000.png,726
Training/Kappa300_BD07_C1_nematic_03600000.png,1016
Training/Kappa250_BD05_C2_nematic_12185601.png,726
Training/Kappa1000_BD03_C1_nematic_20925000.png,435
Training/Kappa30_BD01_C0_nematic_82350000.png,145
Training/Lx150_BD035_C2_nematic_15900000.png,35
Training/Kappa70_BD07_C1_nematic_26003642.png,1016
Training/Kappa100_BD07_C2_nematic_13275000.png,1016
Training/Kappa1000_BD03_C1_nematic_03375000.png,435
Training/Kappa30_BD07_C5_nematic_08850000.png,1016
Training/Lx100_BD07_C1_nematic_00060000.png,452
Training/Kappa1000_BD03_C0_nematic_16800000.png,435
Training/Lx100_BD01_C1_nematic_06420000.png,65
Training/Kappa30_BD03_C2_nematic_75152777.png,435
Training/Lx150_BD0253_C2_nematic_02715000.png,253
Training/Kappa150_BD03_C0_nematic_20250000.png,435
Training/Kappa250_BD01_C2_nematic_189600000.png,145
Training/Kappa150_BD01_C2_nematic_140925000.png,145
Training/Kappa300_BD03_C2_nematic_01275000.png,435
Training/Kappa150_BD01_C2_nematic_97125000.png,145
Training/Lx100_BD03_C1_nematic_00285000.png,194
Training/Lx100_BD01_C0_nematic_00450000.png,65
Training/Lx100_BD07_C0_nematic_00585000.png,452
Training/Kappa200_BD05_C2_nematic_24450000.png,726
Training/Kappa300_BD01_C0_nematic_18900000.png,145
Training/Lx150_BD083_C1_nematic_06525000.png,83
Training/Kappa1000_BD03_C0_nematic_13350000.png,435
Training/Kappa30_BD01_C2_nematic_18150000.png,145
Training/Kappa30_BD05_C0_nematic_09900000.png,726
Training/Kappa200_BD07_C0_nematic_12450000.png,1016
Training/Kappa30_BD07_C1_nematic_30112279.png,1016
Training/Kappa30_BD01_C3_nematic_117375000.png,145
Training/Lx150_BD0247_C0_nematic_03390000.png,247
Training/Kappa250_BD05_C0_nematic_00786266.png,726
Training/Kappa200_BD05_C0_nematic_05100000.png,726
